name,date
Jean-Yves Potvin,1509029293.05
Eugene W. Stark,1508831114.65
Zongming Guo,1509025000.55
Alla Sheffer,1508867102.01
Theodore Ted S. Rappaport,1508832415.08
Kevin W. Hamlen,1508954663.81
Ashwin Machanavajjhala,1508943980.34
Sudhanshu Kumar Semwal,1508954724.57
Ian Horswill,1508921813.05
Zvi M. Kedem,1508965881.20
Jessica Staddon,1508966433.60
Anish Arora,1508825351.91
Sing-Hoi Sze,1508966185.40
Kin K. Leung,1508896186.12
James P. Bagrow,1508954356.08
Michael Eisenberg,1508966653.51
Li-Yan Yuan,1509027015.91
David Eppstein,1508826395.82
Jacques Stern,1509020309.14
Chris Preist,1509018915.08
Cinzia Cappiello,1509017563.52
Jianke Zhu,1509019011.18
Qin Lv,1508954564.61
Kylie Catchpole,1509033175.31
Somaya Al-Máadeed,1509021377.23
Andrew Taylor,1509026519.32
Mohammad Izadi,1509025418.14
Craig Gotsman,1508893667.02
Dakai Zhu 0001,1508954634.89
Ariadne Maria Brito Rizzoni Carvalho,1509031683.61
Rik Sarkar,1508901643.70
Olivier Markowitch,1509012974.60
Masayuki Inaba,1509030215.12
Ming Ouyang,1508923666.14
Aaron Clauset,1508954501.19
Rajagopalan Jayakumar,1509027968.32
Yechiam Yemini,1508966829.99
Torben Æ. Mogensen,1509024024.26
Douglas W. Jones,1508921849.33
Renata Medeiros de Carvalho,1509033774.37
C. Siva Ram Murthy,1508872610.49
Martin Elsman,1509013455.38
Myungjin Lee,1508901213.40
Ali Borji,1508954442.80
Ofir Pele,1509017037.94
Colin G. Johnson,1509027959.26
Azadeh Farzan,1508859381.24
Michelle Craig,1508863232.39
Kasturi R. Varadarajan,1508916430.07
Jesús A. Izaguirre,1508954314.00
Emmanuel Turner,1509027874.11
Alexander Moshe Rabinovich,1509033723.11
Wallapak Tavanapong,1508915127.18
Volker Müller 0001,1509033330.73
Daniel W. Goldberg,1508917651.90
Matthew R. James,1509018789.78
Yonghe Liu,1508954515.83
Leon M. Tolbert,1508917369.07
Vincent Danos,1509012862.80
Grzegorz W. Wasilkowski,1508954267.03
David Welch,1509033172.32
Israat Haque,1509031540.21
David Malah,1508862770.32
Laszlo Erdös,1508880660.82
Moshe Chai Barukh,1509017991.91
Sundar Vishwanathan,1509032748.19
Onur Mutlu,1508863515.60
Hui Zhang 0005,1509034131.39
Vernon Rego,1508966643.43
Hongseok Yang,1509034161.06
Blair Nonnecke,1509027388.49
Guangyu Sun,1509031663.44
Carlos Jensen,1508954244.33
Nashat Mansour,1509033325.42
Michael H. Bowling,1509033133.02
Mohamed Sarwat,1508922730.20
Nuno Santos 0001,1509013432.10
Ravi S. Sandhu,1508954687.76
Lance Williams,1508939761.77
Yihua Huang,1509021509.88
François Lauze,1509033403.17
Siim Karus,1509019729.79
Michael D. Bond,1508821656.71
Paolo Favaro,1509026567.69
Wulfram Gerstner,1508894415.60
Davide Careglio,1509021836.59
Richard Chang,1508914728.58
Ricardo Gutierrez-Osuna,1508939991.31
Shannon Quinn,1508954599.65
Adarshpal S. Sethi,1508954712.80
Mohan Kumar,1508917734.16
Ashok Veeraraghavan,1508831796.43
Pascal Vincent,1509030066.84
Valdis Berzins,1508954494.40
Michael Ian Shamos,1508963335.56
Francesco Bruschi,1509027345.39
Dino Mandrioli,1509025319.62
K. Anton Feenstra,1509027035.33
Ivan Hal Sudborough,1508954640.65
Sanjay Kumar Singh,1508872720.11
Dimitrios Koutsonikolas,1508954627.82
Ryan Stutsman,1508804004.17
Peter C. J. Graham,1509027472.70
Marko Nieminen,1509026892.20
Friedmann Mattern,1509030050.24
Erchin Serpedin,1509033312.03
Martin Grohe,1509031393.18
Maria Klara Wolters,1509019535.63
Daniel Kroening,1508873413.35
Erik Brunvand,1508804767.74
Naresh Manwani,1508877251.00
Nir Bitansky,1508896906.95
Ted Briscoe,1509026723.68
Jan Chorowski,1509023662.39
Kevin Leyton-Brown,1508862655.15
Jeff Linderoth,1508679291.05
Spiridon Bakiras,1508954696.48
Lois Wright Hawkes,1508939818.90
Anthony Wirth,1509013686.16
Laurent Charlin,1509020827.50
Jed R. Brubaker,1508867639.35
Zoran Obradovic,1508954600.91
Lu Su,1508914643.50
Isaac D. Scherson,1508803068.29
Shashank K. Mehta,1509024475.09
Jorge Garcia Vidal,1508873526.70
Tony Field,1508896307.76
Andrew S. Tanenbaum,1509013537.30
Torsten Suel,1508832294.42
Laure Daviaud,1509030725.24
Éric Schost,1509026346.03
Erika Ábrahám,1509021959.22
A. T. Chamillard,1508911669.03
Lorenzo Orecchia,1508953899.18
Angela Demke Brown,1508896574.40
Wang Ping,1509025330.12
Leo Mark,1508925997.49
Mark Lawford,1509027509.98
Ibrahim C. Abou-Faycal,1508880352.70
Yang Cao,1508954044.64
Christoforos Moutafis,1509027534.59
Chris Stokes-Griffin,1509024523.26
Atri Rudra,1508966601.87
Yifan Zhang 0002,1509003023.87
Linda Weiser Friedman,1508954699.57
Sai-Kit Yeung,1508966089.98
Michael Tarsi,1509013959.69
Tadao Murata,1509001664.54
Scott R. Klemmer,1508718005.93
Stephen Brooks,1509026857.43
Ganesh Gopalakrishnan,1508831419.37
Oliver Schulte,1509030083.10
Leslie G. Valiant,1508827974.37
Lauri Malmi,1509029255.77
Paul Flikkema,1509000672.12
Eugenia Ternovska,1509023821.26
Shuang Zhao,1508831782.39
Hari Sundar,1508827644.09
Jennifer L. Welch,1508954653.08
Michael D. Smith,1508828185.14
Lin Feng,1509033832.68
Chen Ding,1508941678.66
Jelani Nelson,1508821234.20
Anne Condon,1508863256.48
Joanne M. Atlee,1508896597.59
Arjan Durresi,1508954464.45
Michelangelo Grigni,1509001637.99
Mun Choon Chan,1509013137.87
Feng Gu,1508880786.20
Lise Getoor,1508941200.49
Long Quan,1509025028.16
Calin C. Guet,1509013292.94
Louis D. Nel,1509021729.16
Daniel M. Everett,1508963593.22
Patricia A. Evans,1509027284.32
Christopher G. Lucas,1508864865.06
Panos K. Chrysanthis,1508936760.22
Hugh Anderson,1509029841.62
Jun Yang,1508954605.02
Yi Gao,1509024074.92
J. Scott Hawker,1508916881.28
Lifeng Sun,1509013356.89
Frank H. Collins,1508880975.28
Abdullah Uz Tansel,1508872109.37
Richard P. Martin,1508831671.96
David Scuse,1509023858.45
Joseph Gil,1509023557.01
Michael Werman,1509023376.72
Rupak Majumdar,1509025077.77
Jeff Huang 0001,1508917007.11
Pornsiri Muenchaisri,1509033906.75
Ning Zhang,1509013679.10
Joseph G. Davis,1509024294.09
Ali Mili,1508939525.14
Roberto Solis-Oba,1509014512.71
Cormac Flanagan,1508934202.26
Carlos López Pombo,1508870590.45
Rui Kuang,1508968813.26
Christian S. Collberg,1508954645.69
Denis Zampuniéris,1509033430.55
Shigang Chen,1509000961.97
Piotr J. Gmytrasiewicz,1508954511.66
Safwan Wshah,1508954394.79
Radhika Mamidi,1509033415.50
Maria Luisa Gil Gomez,1509017535.28
Mahendran Velauthapillai,1508954545.34
Raphael A. Finkel,1508954268.53
Jonathan E. Cook,1509003533.60
Sophia A. Malamud,1508954308.79
Paul Gries,1508859686.02
Noboru Kunihiro,1509020358.90
Dick H. J. Epema,1509020109.85
Olav Krause,1508875639.69
John Longley,1509033592.12
Greg Mori,1509033821.17
Saman P. Amarasinghe,1508718501.58
Aditya G. Parameswaran,1508716798.16
Ehsan Elhamifar,1508832607.70
Siwei Ma,1509016864.05
Eno Tõnisson,1509032193.52
Sebastian Riedel,1509013300.22
Ian Vince McLoughlin,1509025081.35
Roy Shilkrot,1508832279.33
Diane L. Souvaine,1508954554.98
Chunming Qiao,1508924935.34
Jingtao Wang,1508954664.12
Roger B. Grosse,1508879818.67
Xukai Zou,1508917068.66
Satyajayant Misra,1508927046.87
Sean C. Warnick,1508928788.12
Amjad Hudaib,1509018239.29
Robert Simon,1508917546.95
Hong-Sheng Zhou,1508954669.72
Richard Mayr,1508865085.70
Laurel Riek,1508941487.71
James A. Hendler,1508875315.12
Abhishek Mishra,1509017413.67
Nils Ole Tippenhauer,1508937234.60
Samuel S. Wagstaff Jr.,1509001032.33
Vinayak S. Naik,1509033071.55
Tongping Liu,1508954548.00
Luis Miguel Silveira,1509024986.52
Radu Nicolescu,1509033870.86
Nadeem Jamali,1509018955.72
Xiaoyin Wang,1508936835.87
Stanley B. Zdonik,1508954537.44
Ola Svensson,1508898657.21
Nan Yang,1509016935.18
Bartlomiej Blaszczyszyn,1509014346.34
Paul Marshall,1509032594.85
George Milne,1509014088.99
Saumya K. Debray,1508954382.07
Phillip Bradford,1508954726.84
Steven Bethard,1508921746.76
Salman Durrani,1508877555.45
Anduo Wang,1509001982.12
Thomas E. Anderson,1508700800.34
Robert Soulé,1508872970.26
Jayadev Misra,1508915368.46
Sunghee Choi,1509031975.57
Finn Kensing,1509027169.85
Song Min Kim,1508965947.03
Kostantinos Kalpakis,1508954475.39
Scott A. DeLoach,1508954648.66
Mukesh Kumar Saini,1509028019.72
Stefano Tessaro,1508801215.87
Neelam Soundarajan,1508825980.19
Johann Makowsky,1508865513.36
Nicolas Guelfi,1508877534.60
Dinesh K. Pai,1508899088.86
Justin Y. Shi,1509003683.49
Perttu Hämäläinen,1509022363.03
Rong Zheng,1509023746.50
Vagelis Hristidis,1508954318.15
Alexey Gotsman,1509025436.41
Vaithianathan Mani Venkatasubramanian,1508941190.99
Xiangliang Zhang,1509033634.62
Hui Jiang,1509022548.57
Randy E. Ellis,1508878763.22
Joel Moses,1509003743.58
Charles A. Sutton,1508864793.12
Ashish Choudhury,1509021168.01
Salil P. Vadhan,1508832102.29
Willy Zwaenepoel,1508897689.03
Nisarg Shah 0001,1508865030.33
Vineeth N. Balasubramanian,1508871104.73
Ramesh K. Sitaraman,1508954578.45
Hui Lu 0001,1508954521.65
Joseph A. Konstan,1508829170.57
Michael Mandel,1509002941.23
Ying Zhao 0006,1509021306.16
Denise Gorse,1509021826.16
Yevgeniy Dodis,1508822371.15
Prabhat Mishra,1508925172.64
Francesco Amigoni,1509022375.67
Chung-Hsing Yeh,1509023530.30
Suman K. Mitra,1509022398.74
Anna Bernasconi 0001,1509017585.61
Garrett S. Rose,1508953948.50
Sheng Zhong,1509026633.65
Zhigang Deng,1509002646.16
Gennaro Percannella,1509031920.62
Selim G. Akl,1509026417.55
Arvin Agah,1508920345.47
Xiaofang Zhou,1509033692.46
Marcelo Risk,1509033166.82
Vijayakrishnan Nagarajan,1508859374.36
Sven Schewe,1509033084.30
Karl-Erik Årzen,1509024608.05
Johannes Fürnkranz,1509026971.83
Slobodan Vucetic,1508965814.22
Worthy N. Martin,1508954000.92
Nazim H. Madhavji,1509030186.88
Sven Apel,1509032653.54
Man Kong,1508954671.00
Peter Christen,1509026897.01
Franca Garzotto,1509033929.12
Lubomir F. Bic,1508920326.70
Joseph G. Peters,1509031452.08
Amotz Bar-Noy,1508929881.53
Donald S. Williamson,1508954491.51
Thomas Peters,1508954406.36
Daniel Schwartz,1508954527.23
Sahar Al Seesi,1508875445.18
Marian-Andrei Rizoiu,1509033068.54
Ian T. Foster,1508954692.47
Stephen A. Ward,1508736393.04
Edward Sciore,1509001218.77
Maria Soledad Pera,1508936396.34
Anil K. Jain,1508926903.98
Danfeng Zhang,1508802886.80
Taylor Johnson,1508954561.61
Mitchell L. Neilsen,1508954349.14
Evangelos E. Papalexakis,1508954542.32
Gabriel Hugh Elkaim,1508954416.30
Rudy Darken,1508954550.17
Meera Sitharam,1508954023.82
Keith Clark,1508862626.11
Marc Buchner,1508954564.95
Delaram Kahrobaei,1508915394.47
Michael Waidner,1509029943.36
Haiyan Hu,1508921307.07
Davide Scaramuzza,1509024295.71
Hsin-Hsi Chen,1509027955.54
Mike Bailey,1508965895.11
Patrick Drew McDaniel,1508968960.33
Brent Carper,1508929650.71
Geoffrey J. Gordon,1508700054.06
Premkumar T. Devanbu,1508965986.07
Jérôme Waldispühl,1509027646.68
Germán Santos-Boada,1509025063.89
Jean-Michel Muller,1509026670.86
Gunnar Gotshalks,1509021125.99
Juan P. Galeotti,1509024057.72
Liam Paull,1509024979.64
Ken Friis Larsen,1509021510.17
Donghoon Chang,1509013851.00
Eric Martin 0002,1508877739.18
Ovidiu Daescu,1508927585.01
Rob Fergus,1508825677.05
Chenren Xu,1509018946.80
Eric McCreath,1509031815.27
Jesse L. Barlow,1508921107.64
Roeland C. H. J. van Ham Ham,1509028085.79
Theo Mary,1508794587.07
Patrick H. Madden,1508954358.02
Bruce M. Kapron,1509024110.13
Maria Hybinette,1508954239.60
Michael Lindenbaum,1509014235.79
E. N. Elnozahy,1509016644.51
Mathieu Desbrun,1508954570.32
Mehmet C. Vuran,1509003811.82
Hyowon Lee,1509000607.39
Rosario Gennaro,1508919921.98
Zhibin Li,1508858706.48
Hsueh-I Lu,1509020317.21
Timothy M. Chan,1508701676.80
Piotr Witkowski 0001,1509030065.41
Vitaly Shmatikov,1509001528.36
Rasool Jalili,1509021176.87
Xipeng Shen,1508938910.82
Anne Driemel,1509024045.13
Gordon L. Kindlmann,1508922390.30
Evangelos Markakis,1509033011.00
Gang Wu,1509013814.83
Daniel Andresen,1508954358.18
Margo I. Seltzer,1508801024.15
Eduardo Cotilla Sanchez,1508873006.74
Dekai Wu,1509014433.26
Sue McKemmish,1508875575.49
Farokh B. Bastani,1508954634.21
Claire J. Tomlin,1508914305.57
Sarah Zelikovitz,1508954607.10
John H. Hine,1509032412.51
Raissa M. D'Souza,1508877788.38
Indrajit Ray,1508954526.67
Abdelsalam Helal,1508954577.63
Jie Gao,1508802598.79
Haibing Guan,1509019319.71
Manuel Alejandro Pajuelo Gonzalez,1509013456.30
Tetsuo Shibuya,1509026922.91
Jörg Endrullis,1509020867.62
Stuart A. Kurtz,1508924756.71
Gerhard Weikum,1509025520.25
Daniel Amyot,1508881277.93
Stephen R. Marsland,1508794295.54
Filip Murlak,1508878306.62
Rajeev Balasubramonian,1508804256.65
Francesca Spezzano,1508877235.71
Rob Kremer,1509033085.30
Myra B. Cohen,1508954678.53
Chun-Hsi Huang,1508954661.31
Dong-Guk Shin,1508954319.54
Masaru Kitsuregawa,1509026792.50
Milena Mihail,1508965994.39
Jongmoon Baik,1509033998.18
Joseph K. Liu,1509017839.94
Anantharaman Kalyanaraman,1508941410.86
Wen Hu,1509024858.39
Han la Poutré,1509033445.21
Nianwen Xue,1508954716.34
Daniel Costinett,1509000271.15
Shengyuan Wang,1509023629.57
David A. Plaisted,1509003203.29
John Shawe-Taylor,1509017234.98
Osama Shata,1509017837.26
Guang-Zhong Yang,1509021883.48
Marco Aurélio Gerosa,1508954285.25
Sungho Jo,1509019228.53
H. T. Kung,1508830262.71
Jaqueline Smith,1508863417.02
Ngok Lam,1509019711.77
Fei Li,1508954342.79
Michael R. Genesereth,1508968866.43
Herman J. Haverkort,1509020102.86
Nicholas Hopper,1508830668.31
Huisheng Chi,1509018844.75
Saad Mneimneh,1508939860.55
Yuqing Wu,1508954596.77
Iraklis Tsekourakis,1508969028.32
Pedro M. S. Carvalho,1509032309.02
Ian McQuillan,1509033309.17
YongHong Tian,1509027555.86
Albert Cabellos-Aparicio,1509017289.39
Gang Zeng,1508877708.88
Tao Wang 0004,1509017284.79
Dongwook Yoon,1508866597.81
Colin Stirling,1508894578.36
Thomas T. Hildebrandt,1509018292.93
Hai Lin 0003,1509023635.02
David K. Duvenaud,1508898970.99
Bruce A. Draper,1508929501.47
Elias S. Manolakos,1509025295.05
Chia-Lin Yang,1509013437.49
George O. Mohler,1508967314.18
Michel Barbeau,1509017655.79
Michael Bain,1509016843.01
M. Frans Kaashoek,1509001988.68
Kam-Hoi Cheng,1508954511.15
Noel Schulz,1509001141.44
Wen-mei Hwu,1508680564.10
Licia Sbattella,1509033470.04
Cem Yuksel,1508796896.04
Philippe Langlais,1509024781.66
Mohammad Zulkernine,1509027022.17
Richard J. Enbody,1508966423.27
Jonathan Zittrain,1508830539.29
Ekaterina Lebedeva,1509030397.71
Hasan Metin Aktulga,1508954692.15
Wei Song 0001,1509021928.13
Joseph B. Evans,1508929543.26
Yih-Fang Huang,1508954237.03
Alistair P. Rendell,1509027564.77
Qutaibah M. Malluhi,1509031894.44
Xin Gao,1509029117.00
Youjian Zhao,1509012982.67
Gail-Joon Ahn,1508954599.09
Bernhard Pfahringer,1509032467.56
Adam W. Bargteil,1508935020.20
Nitesh V. Chawla,1508939011.05
Luca de Alfaro,1508930199.68
Simon J. Julier,1509019387.77
Wes Masri,1509019443.26
Xiangdong Li,1508936483.43
Ulrich Kremer,1508966422.92
Shueng-Han Gary Chan,1509019759.88
Zhenghao Zhang,1508966353.46
Elizabeth L. White,1508954505.63
Anne Bouillard,1509026625.37
David Alex Lamb,1509016615.96
César Sánchez,1508794146.18
Gopal Pandurangan,1508940018.84
Stephen J. Guy,1508828726.76
Lin Tan,1508897981.24
Ian M. Leslie,1509026997.14
Sri Parameswaran,1509013984.71
Krysia Broda,1508901398.13
Austin Tate,1508860611.21
Hossein Asadi,1509021236.82
Rafael Perez,1508933665.86
Qiben Yan,1509002664.89
Juraj Hromkovic,1509017326.96
David Jones,1509022527.62
Alfred L. Brown,1509025195.92
Stephen Jacobs,1508921961.18
Thomas Berlage,1509014255.82
Denis Kuperberg,1509021039.96
Jonathan Ventura,1508954653.99
Joe D. Warren,1508827923.82
Janaina Mourão Miranda,1509031354.30
Maurice Herlihy,1508954600.39
Aphrodite Galata,1509022152.87
Eric Thierry,1509029442.90
Paul Ralph,1509032786.73
Leslie Gasser,1508969035.18
Chuan Yue,1508954381.09
Hassan Gomaa,1508965955.14
Xiujun Ma,1509025037.83
Li Zheng,1509026743.75
Ellis Horowitz,1509002905.05
Syed Zulqarnain Gilani,1509019151.53
Ido Dagan,1509018968.74
Alireza Ejlali,1509028056.40
Richard N. Taylor,1508831974.73
Alex Liu,1508931067.20
Gregg Rothermel,1508954662.32
Dongfang Zhao,1509002777.24
Serafeim Karampogias,1509029860.00
Ketan Mulmuley,1508966749.19
Marco Gaboardi,1508954515.63
Reda A. Ammar,1508941132.98
Bettina Kemme,1509017592.74
Ten-Hwang Lai,1509003710.49
Daniel Gonçalves 0002,1509025476.68
Jinhui Xu,1508954470.91
Yue-Zhi Zhou,1509027265.42
Fangju Wang,1509018238.77
Stephen G. Kobourov,1508954728.54
Ivan Garibay,1508954703.74
Michael P. Fourman,1508860154.20
Jun-Hong Cui,1508954730.13
Carmine Gravino,1509033630.61
Peraphon Sophatsathit,1509032495.88
Amir Averbuch,1508898699.83
Robert Dabrowski,1509026501.13
Kevin D. Seppi,1508954428.19
Alan Wassyng,1508795317.60
Arnab Nandi,1508802623.82
Randy Avent,1508919317.97
Engin Arslan,1508926012.82
Jason Tsong-Li Wang,1508941419.37
Olympia Hadjiliadis,1508954507.48
Andrew Nealen,1508796776.89
Tony Givargis,1508828434.82
Dong Wang 0002,1508954729.06
Tei-Wei Kuo,1508873535.25
Benjamin Rossman,1508897919.71
Catherine McCartin,1509030221.43
Yao Liang,1508954543.32
Xia Hu,1508939827.70
Theodore Raphan,1508954582.31
Yuxi Fu,1509027656.96
Robert D. Skeel,1509004107.11
George Candea,1508863599.75
Vanessa Teague,1509020451.47
Hans van Vliet,1509017458.29
Michael Bader,1509019119.21
Phu Dung Le,1509017156.88
Prasun Dewan,1508943759.41
Geevarghese Philip,1509021108.95
Jakub Pawlewicz,1509019135.58
Mathieu Blanchette,1509028016.69
Dejun Yang,1508966298.26
Dennis McLeod,1508967354.73
Aroor Dinesh Dileep,1509032761.18
Sharon Goldwater,1508894395.52
Satyajit Thakor,1509032891.67
Carole-Jean Wu,1508921734.63
Eileen Kraemer,1508967354.73
Majid Mirmehdi,1509034187.44
Irina V. Biktasheva,1509014188.07
Simeon C. Ntafos,1508954483.67
Jan Bender,1509020820.46
Roy Schwartz,1508901166.09
Ryan Newton,1508933649.76
Yuxin Peng,1509029157.51
Jaehyuk Huh,1509023544.30
Er-Chien Wang,1509032344.32
Hamad I. Alsawalqah,1508879610.25
Rajasekhar Inkulu,1509025288.75
Lila Kari,1508863458.60
I-Ling Yen,1508954419.76
Dan Ophir,1509025312.51
Victor Shoup,1508802370.98
Shyhtsun Felix Wu,1508954641.50
Ali Mohammad Afshin Hemmatyar,1509017811.63
Arjen K. Lenstra,1508865280.82
Dan S. Wallach,1508800750.19
Michael Fleming,1509021360.81
Gultekin Özsoyoglu,1508954670.88
Graeme G. Shanks,1509033010.42
William Kocay,1509024793.76
Virendra Singh Shekhawat,1509016974.95
Clark D. Thomborson,1509013488.54
Sungwoo Park,1509032168.63
Brian C. Dean,1508954490.53
Simon King,1508864012.49
Hamid R. Arabnia,1508963342.19
Ivan Damgård,1509034181.85
Dorian Arnold,1508921174.47
Robert Michael Lewis,1509003049.78
Elizabeth D. Mynatt,1509003665.07
Tomasz Gogacz,1509017075.97
Donatello Materassi,1508966668.09
David R. Choffnes,1508828929.89
Suresh Purini,1509017743.17
Martin A. Siegel,1508954590.32
Rebecca Hwa,1508954570.15
Shamik Sural,1508873117.38
Glenn Prescott,1508954211.02
Steve M. Easterbrook,1508860765.87
Andrew Turpin,1509014143.72
Jerzy Marcinkowski,1509014531.80
Anil Madhavapeddy,1509024459.39
Iman AlMomani,1509021056.99
Nancy Doubleday,1508953811.48
Rocco A. Servedio,1508717156.30
Jürgen Sachau,1509017049.81
Tim Weninger,1508965980.93
Mohamed Elmoursi,1509021640.34
Fernando Paulovich,1509014195.77
Nikolaos Hardavellas,1508969130.00
Bhavani M. Thuraisingham,1508914794.87
Wayne Snyder,1508940893.58
Anastasia Ailamaki,1508865817.37
Ting-Chuen Pong,1509020190.09
Dirk Pattinson,1509021731.70
Jun Zhu,1509025470.04
Kumiko Tanaka-Ishii,1509030398.35
Giovanna Rosone,1508871120.88
R. Benjamin Shapiro,1508966636.18
Leif Kobbelt,1509020402.00
Kotaro Kataoka,1509018860.88
Daniel Gusfield,1509001815.94
Anthony J. Bonner,1509013969.46
David Darais,1508965898.58
Eric Torng,1508927326.12
Mantis Cheng,1509013605.86
Andreas G. Veneris,1508901629.99
Alvaro A. A. Fernandes,1509031762.05
Roman Bader,1509025271.09
Xubo Yang,1509027346.99
Patrick Mantey,1508878198.43
Alan H. Barr,1508954552.70
Margrit Betke,1508954680.32
Bernard M. E. Moret,1508896092.63
Masashi Toyoda,1509030606.81
Alistair Sinclair,1509001499.58
Matteo Pradella,1509029422.39
Ryuichi Shigemoto,1509024132.00
Jessica D. Bayliss,1508954334.99
Robert I. Soare,1508966708.46
John Quarles,1508873591.04
Hasan Ural,1509021141.75
David Hay,1509033791.97
Farhana H. Zulkernine,1509027355.94
Fahad R. Dogar,1508929701.11
William I. Gasarch,1508966583.67
In-Young Ko,1509018088.96
Katherine A. Yelick,1508718329.57
Corey Toler-Franklin,1508968866.22
Manish Shrivastava,1509032748.81
Alan L. Cox,1508834640.46
Derek Rayside,1508898448.87
Kai Chen 0005,1509027077.73
Shaohua Tan,1509021802.70
Sabarish V. Babu,1508934664.47
Zhuoqing Morley Mao,1509001956.88
Zhiyi Ma,1509026849.66
Jon Doyle,1508954521.80
Flavius Gruian,1509027338.34
Dror G. Feitelson,1509018311.73
William Yang Wang,1508802203.79
Dinesh Manocha,1508876120.22
Rory A. Lewis,1508999163.06
Henry A. Kautz,1508942400.20
Jingrui He,1509003398.74
Patrice Marcotte,1509014020.15
Wu-Jun Li,1509033702.50
Takuya Tsuzuki,1509020064.71
Robby,1509003887.57
Marco Canini,1509020010.35
Hossein Hojjat,1508954662.37
Hu Ding,1508928497.33
Steve Goddard,1508938336.04
Sugih Jamin,1508942462.30
Yury Makarychev,1509001105.90
Panagiotis Manolios,1508967286.28
Robert E. Mercer,1509017291.03
Marta Jiménez,1509032835.48
Emmanuel Filiot,1509013691.97
Gill Barequet,1509033504.97
Erin Solovey,1508954668.91
Huiping Cao,1508942083.63
David M. J. Tax,1509014351.10
Boris Aronov,1508822664.92
Dorien Herremans,1508965882.24
Thu D. Nguyen,1508823270.08
Hongbo Li,1509032850.47
Sarah Nadi,1509033757.50
Taisook Han,1509026725.82
Amr El Abbadi,1509002803.28
Gillian R. Hayes,1508802238.08
Maithilee Kunda,1508968950.91
Jack Jansen,1509019095.66
Fabio Tozeto Ramos,1509014038.56
Peter McBrien,1508894684.56
Xiaowen Zhang,1508953818.86
Michael A. Gennert,1508954457.25
Carl K. Chang,1508968779.53
Emil Sekerinski,1508875591.82
Gabor Karsai,1508966435.25
Hélio Pedrini,1508795594.65
Gerardo Pelosi,1509025301.21
Fernando G. S. L. Brandão,1509032617.80
Padhraic Smyth,1508822499.95
Berthe Y. Choueiry,1508916995.94
Sharma V. Thankachan,1508938434.92
Mingli Song,1509013868.90
Martin Müller 0003,1509020894.21
Yuming Zhou,1509024801.87
Jaideep Mulherkar,1509021491.33
Kenneth D. Forbus,1508954675.90
Peter Arbenz,1508893483.46
Dongyoon Lee,1508923530.91
Salsabeel F. M. AlFalah,1509029458.22
Geoffrey Challen,1508926846.31
Hyunsoo Yoon,1509025568.16
Mohamed Hefeeda,1508878145.32
Jacek Mandziuk,1508877486.55
Haipeng Cai,1508922057.52
Michael Wybrow,1509023665.18
Andrew R. Post,1508954067.59
Steven M. Conolly,1508736533.17
Olga Ormandjieva,1509020496.00
P. P. Chakrabarti,1509027416.29
Ashok Srinivasan,1508954609.35
Vincent Wheeler,1509020918.83
Olga Veksler,1509022512.01
KyoungSoo Park,1509012805.59
Shibu Yooseph,1508954590.18
Eitan Yaakobi,1508897543.29
Vinodchandran Variyam,1508916376.05
Toby S. Cubitt,1509030307.94
Nandita Bhattacharjee,1509026844.97
Sokrates T. Pantelides,1508954661.39
Alex Lopez-Lorca,1509017476.03
Shmuel Safra,1508862984.05
Ioannis T. Pavlidis,1508927638.48
Yong Meng Teo,1509032889.66
Roger Zimmermann,1509016812.90
Özgür Simsek,1509032655.25
Kun Cai,1509026513.02
Ellen Riloff,1508828118.65
Asif Ekbal,1509024415.28
Xia Yin,1509030682.39
Joanna Bryson,1509014455.99
Bernt Schiele,1508880114.64
Carl H. Hauser,1508954601.34
Tevfik Kosar,1508954608.07
João Santana,1509019236.67
Ariel J. Feldman,1508954715.59
Jukka Suomela,1509029310.47
Giovanni Moretti,1509019327.79
Vishal Garg,1509021254.23
Timothy A. Gonsalves,1509019805.84
Robert Ian McKay,1509029151.36
Yair Weiss,1509019177.24
Ian Pratt-Hartmann,1509032747.55
Ali Jaoua,1509033444.73
Nasir D. Memon,1508827966.84
Sanasam Ranbir Singh,1509027882.63
Michael L. Fredman,1508796963.09
Thomas Wahl,1508802181.44
Heechul Yun,1508935949.95
Fei Wang,1508919334.90
Fabio Nemetz,1509030702.79
Wenzel Jakob,1508901513.68
Nejib Zaguia,1509034091.31
Mirela Ben-Chen,1508865468.98
Yexiang Xue,1508967359.64
Worthy Martin,1508926346.41
Michael S. Horn,1508935093.13
Ramesh Krishnamurti,1509020169.77
Gina Sprint,1508942478.39
Paul D. Teal,1509026982.75
Suresh Venkatasubramanian,1508801944.81
Francesca Toni,1508865658.49
Basel A. Mahafzah,1509032021.94
Ronald S. Fearing,1508718058.46
Jian Huang,1508954577.08
Bartek Klin,1509023880.38
Ivona Bezáková,1508919326.10
Sven Dietrich,1508954503.76
Philip Brisk,1508954564.40
Nagiza F. Samatova,1508940851.56
Bennett A. Landman,1508954723.79
Ian Goldberg,1509023913.46
Thomas Neumann 0001,1509030471.29
Rassul Saeedipour,1509002613.66
Carla E. Brodley,1508830461.46
Michael Mayo,1509032870.90
Charalampos E. Tsourakakis,1508954149.13
Jinbo Xu,1508954427.34
Harold Abelson,1508929370.52
Wenfei Fan,1508860893.10
Benny Chor,1508895729.97
Yen-Jen Oyang,1509013717.38
Jinming Wen,1509033113.63
Daniel Saakes,1509026646.60
